cliente_id,data_solicitacao,valor_solicitado,finalidade_credito,motivo_negativa,tentou_novamente
C000264,2024-05-13,89.1,Renegociação de Dívidas,Renda Insuficiente,Não
C106754,2025-02-04,-63.07,Empréstimo Pessoal,Documentação Incompleta,Não
C020432,2024-03-21,3582.92,Cartão de Crédito,Score Baixo,Não
C136760,2024-12-28,2814.58,Cartão de Crédito,Renda Insuficiente,Não
C107172,2024-10-15,3365.49,Cartão de Crédito,Renda Insuficiente,Não
C095644,2024-01-01,1764.0,Limite Conta,Histórico de Inadimplência,Não
C026600,2023-12-17,1995.64,Compra Parcelada,Documentação Incompleta,Não
C065795,2024-07-04,3082.47,Cartão de Crédito,Inconsistência Cadastral,Não
C062671,2024-09-17,3431.14,Limite Conta,Documentação Incompleta,Não
C051555,2024-12-22,4470.68,Compra Parcelada,Score Baixo,Não
C062281,2023-08-10,2505.77,Empréstimo Pessoal,Renda Insuficiente,Não
C067357,2023-09-07,2733.03,Limite Conta,Score Baixo,Não
C065597,2024-05-30,2253.07,Renegociação de Dívidas,Inconsistência Cadastral,Sim
C145566,2025-05-21,2278.52,Cartão de Crédito,Documentação Incompleta,Não
C142794,2023-09-06,4280.59,Renegociação de Dívidas,Renda Insuficiente,Não
C122588,2024-03-12,2918.96,Empréstimo Pessoal,Inconsistência Cadastral,Sim
C027335,2025-06-11,1585.72,Empréstimo Pessoal,Histórico de Inadimplência,Não
C083507,2024-05-18,3428.99,Cartão de Crédito,Score Baixo,Não
C076668,2024-12-07,1381.53,Cartão de Crédito,Score Baixo,Não
C141396,2023-11-26,2170.69,Cartão de Crédito,,Sim
C098181,2025-03-28,2160.75,Empréstimo Pessoal,Documentação Incompleta,Sim
C107537,2024-12-18,2711.05,Compra Parcelada,Documentação Incompleta,Não
C082105,2025-06-26,2210.07,Cartão de Crédito,Renda Insuficiente,Não
C055586,2025-02-26,2050.46,Limite Conta,Inconsistência Cadastral,Não
C065631,2024-05-28,4118.02,Empréstimo Pessoal,Inconsistência Cadastral,Não
C099405,2023-07-05,3425.08,Cartão de Crédito,Renda Insuficiente,Não
C048574,2024-11-24,3096.78,Empréstimo Pessoal,Score Baixo,Não
C080980,2025-01-16,3576.42,Compra Parcelada,Inconsistência Cadastral,Sim
C124736,2024-04-05,2975.11,Limite Conta,Inconsistência Cadastral,Não
C075637,2024-07-11,2526.14,Compra Parcelada,Documentação Incompleta,Não
C102895,2024-01-24,1723.71,Cartão de Crédito,Score Baixo,Não
C111804,2024-11-10,2145.34,Cartão de Crédito,Renda Insuficiente,Sim
C046383,2024-10-22,4148.28,Cartão de Crédito,Documentação Incompleta,Não
C142837,2023-09-28,1823.39,Cartão de Crédito,Documentação Incompleta,Não
C052721,2024-02-20,3036.34,Empréstimo Pessoal,Score Baixo,Não
C045928,2024-11-15,2048.73,Limite Conta,Histórico de Inadimplência,Não
C015642,2024-06-15,3892.16,Cartão de Crédito,Renda Insuficiente,Não
C046044,2025-02-20,2418.79,Cartão de Crédito,Score Baixo,Não
C022852,2025-06-08,3098.93,Cartão de Crédito,Histórico de Inadimplência,Sim
C010806,2023-08-24,2702.76,Empréstimo Pessoal,Renda Insuficiente,Não
C095629,2024-11-13,1943.74,Limite Conta,Renda Insuficiente,Sim
C011210,2024-09-22,1290.82,Cartão de Crédito,Renda Insuficiente,Sim
C148004,2024-02-12,3490.05,Compra Parcelada,Inconsistência Cadastral,Sim
C144009,2025-04-30,3200.08,Empréstimo Pessoal,Renda Insuficiente,Não
C092915,2028-01-01,2552.44,Cartão de Crédito,Renda Insuficiente,Sim
C114020,2024-01-21,3255.81,Cartão de Crédito,Documentação Incompleta,Sim
C112199,2024-02-27,2732.83,Renegociação de Dívidas,Inconsistência Cadastral,Não
C149791,2024-03-11,2097.97,Limite Conta,Histórico de Inadimplência,Não
C059139,2023-08-06,2210.02,Empréstimo Pessoal,Score Baixo,Não
C082572,2024-08-02,2964.56,Limite Conta,Inconsistência Cadastral,Não
C143042,2024-08-23,1954.13,Renegociação de Dívidas,Inconsistência Cadastral,Não
C040040,2023-07-29,2353.88,Cartão de Crédito,Renda Insuficiente,Sim
C056682,2025-03-28,3383.41,Renegociação de Dívidas,Histórico de Inadimplência,Não
C025939,2023-07-20,2468.37,Compra Parcelada,Score Baixo,Não
C129085,2023-07-09,2806.34,Cartão de Crédito,Inconsistência Cadastral,Não
C000378,2023-08-07,3539.56,Compra Parcelada,Histórico de Inadimplência,Não
C075656,2023-09-24,2990.74,Cartão de Crédito,Inconsistência Cadastral,Não
C132716,2024-03-18,4454.66,Cartão de Crédito,Documentação Incompleta,Não
C030586,2024-10-30,3249.09,Empréstimo Pessoal,Score Baixo,Sim
C103438,2023-11-03,672.06,Empréstimo Pessoal,Score Baixo,Não
C056016,2023-11-19,3254.72,Renegociação de Dívidas,Documentação Incompleta,Não
C113677,2025-03-30,3001.5,Cartão de Crédito,Documentação Incompleta,Não
C009851,2023-08-01,4628.22,Renegociação de Dívidas,Inconsistência Cadastral,Sim
C122123,2024-12-28,541.25,Limite Conta,Inconsistência Cadastral,Não
C133766,2023-07-23,1686.33,Empréstimo Pessoal,Renda Insuficiente,Não
C036951,2023-10-13,2636.23,Limite Conta,Inconsistência Cadastral,Não
C040935,2024-11-16,1447.9,Cartão de Crédito,Inconsistência Cadastral,Não
C075531,2024-10-03,1293.57,Compra Parcelada,Score Baixo,Não
C056818,2024-09-27,1588.62,Renegociação de Dívidas,Renda Insuficiente,Não
C092747,2024-04-07,2831.66,Cartão de Crédito,Inconsistência Cadastral,Não
C109164,2023-10-22,2364.74,Renegociação de Dívidas,Score Baixo,Não
C024569,2024-07-09,3324.85,Renegociação de Dívidas,Renda Insuficiente,Não
C003628,2023-11-19,2059.01,Cartão de Crédito,Documentação Incompleta,Não
C031562,2023-09-29,2189.47,Renegociação de Dívidas,Documentação Incompleta,Sim
C035796,2023-08-05,1478.74,Limite Conta,Inconsistência Cadastral,Não
C130151,2025-04-29,1992.42,Compra Parcelada,Renda Insuficiente,Sim
C036700,2024-08-27,2582.03,Empréstimo Pessoal,Documentação Incompleta,Não
C031752,2024-10-11,3201.74,Cartão de Crédito,Score Baixo,Não
C016263,2025-03-17,2513.72,Empréstimo Pessoal,Renda Insuficiente,Não
C095351,2023-12-01,1803.64,Renegociação de Dívidas,Histórico de Inadimplência,Sim
C068182,2024-03-28,3201.95,Empréstimo Pessoal,Inconsistência Cadastral,Não
C021423,2024-07-05,4026.44,Cartão de Crédito,Documentação Incompleta,Não
C052211,2024-04-27,4203.56,Empréstimo Pessoal,Histórico de Inadimplência,Não
C026530,2024-12-11,3487.09,Compra Parcelada,Histórico de Inadimplência,Não
C127336,2023-09-28,1969.25,Compra Parcelada,Renda Insuficiente,Não
C134686,2025-06-26,3405.28,Limite Conta,Inconsistência Cadastral,Não
C084012,2023-12-12,2040.3,Cartão de Crédito,Inconsistência Cadastral,Sim
C077144,2023-11-23,3784.17,Limite Conta,Renda Insuficiente,Não
C061902,2024-02-18,-395.99,Empréstimo Pessoal,Score Baixo,Não
C086426,2024-09-09,2338.62,Empréstimo Pessoal,Inconsistência Cadastral,Sim
C032506,2024-07-30,3429.57,Cartão de Crédito,Inconsistência Cadastral,Sim
C109460,2023-10-05,2859.78,Empréstimo Pessoal,Renda Insuficiente,Sim
C077739,2024-09-12,2493.71,Empréstimo Pessoal,Inconsistência Cadastral,Não
C061188,2024-04-14,3128.31,Empréstimo Pessoal,Renda Insuficiente,Não
C014534,2025-01-18,3528.51,Compra Parcelada,Inconsistência Cadastral,Não
C004281,2025-06-27,3248.71,Compra Parcelada,Renda Insuficiente,Sim
C135912,2024-01-27,1689.16,Renegociação de Dívidas,Score Baixo,Não
C061038,2023-07-14,1156.8,Compra Parcelada,Renda Insuficiente,Não
C002780,2024-03-05,4457.71,Empréstimo Pessoal,Inconsistência Cadastral,Não
C137409,2023-08-03,2622.95,Cartão de Crédito,Renda Insuficiente,Não
C111147,2023-12-01,2038.17,Cartão de Crédito,Renda Insuficiente,Não
C122845,2024-10-10,3196.72,Renegociação de Dívidas,Inconsistência Cadastral,Não
C095301,2025-01-18,2404.55,Renegociação de Dívidas,Score Baixo,Não
C112327,2025-06-07,3191.14,Compra Parcelada,Score Baixo,Sim
C129575,2023-12-14,3714.79,Empréstimo Pessoal,Score Baixo,Não
C113236,2024-10-23,2873.82,Empréstimo Pessoal,Renda Insuficiente,Sim
C018335,2024-07-02,1954.76,Renegociação de Dívidas,Inconsistência Cadastral,Não
C000951,2025-05-05,2022.99,Renegociação de Dívidas,Documentação Incompleta,Não
C134893,2025-04-16,1834.22,Cartão de Crédito,Renda Insuficiente,Sim
C134329,2024-10-23,1969.8,Limite Conta,Inconsistência Cadastral,Não
C053285,2024-10-23,2006.86,Cartão de Crédito,Histórico de Inadimplência,Sim
C097990,2023-08-12,1884.64,Cartão de Crédito,Renda Insuficiente,Não
C133325,2025-02-01,2755.03,Renegociação de Dívidas,Renda Insuficiente,Não
C024822,2024-09-18,3544.55,Limite Conta,Score Baixo,Não
C043164,2023-07-17,3004.11,Empréstimo Pessoal,Score Baixo,Sim
C036217,2024-07-01,2221.14,Cartão de Crédito,Score Baixo,Sim
C111790,2025-04-14,2870.88,Renegociação de Dívidas,Score Baixo,Não
C021458,2023-12-21,2565.74,Renegociação de Dívidas,Documentação Incompleta,Não
C142532,2024-01-09,3967.61,Cartão de Crédito,Inconsistência Cadastral,Sim
C139240,2024-07-28,3341.91,Empréstimo Pessoal,Histórico de Inadimplência,Não
C118362,2024-04-01,2039.22,Limite Conta,Renda Insuficiente,Não
C080640,2025-06-24,2466.43,Compra Parcelada,Documentação Incompleta,Não
C144793,2025-03-02,2539.38,Limite Conta,Histórico de Inadimplência,Sim
C067501,2025-06-30,1978.51,Empréstimo Pessoal,Score Baixo,Não
C142150,2024-11-03,2243.34,Empréstimo Pessoal,Score Baixo,Sim
C074519,2025-01-23,2684.88,Compra Parcelada,Renda Insuficiente,Não
C033843,2024-11-04,4803.62,Renegociação de Dívidas,Documentação Incompleta,Não
C041384,2024-08-26,275.8,Compra Parcelada,Score Baixo,Não
C056332,2023-12-17,2136.58,Empréstimo Pessoal,Renda Insuficiente,Não
C001626,2024-07-15,3317.99,Compra Parcelada,Renda Insuficiente,Sim
C050029,2024-01-07,2999.13,Limite Conta,Documentação Incompleta,Sim
C128466,2023-09-02,2262.52,Renegociação de Dívidas,Renda Insuficiente,Não
C095692,2024-02-10,971.6,Renegociação de Dívidas,Score Baixo,Não
C045497,2025-03-11,4334.42,Cartão de Crédito,Inconsistência Cadastral,Não
C057486,2025-04-10,3503.68,Cartão de Crédito,Inconsistência Cadastral,Não
C032289,2024-11-19,2350.24,Cartão de Crédito,Documentação Incompleta,Não
C041620,2025-06-12,3012.08,Renegociação de Dívidas,Score Baixo,Sim
C039805,2023-09-30,2674.71,Empréstimo Pessoal,Renda Insuficiente,Não
C114036,2025-02-27,2798.69,Cartão de Crédito,Renda Insuficiente,Sim
C001515,2024-08-27,3585.74,Compra Parcelada,Documentação Incompleta,Não
C140271,2023-08-17,1164.41,Limite Conta,Score Baixo,Não
C143945,2025-04-28,3064.17,Limite Conta,Renda Insuficiente,Sim
C076026,2024-03-31,1623.85,Renegociação de Dívidas,Inconsistência Cadastral,Não
C043223,2024-09-15,3232.75,Cartão de Crédito,Score Baixo,Não
C083686,2024-07-30,923.18,Empréstimo Pessoal,Score Baixo,Não
C093302,2025-01-17,3714.16,Empréstimo Pessoal,Renda Insuficiente,Não
C107322,2025-02-01,4215.37,Cartão de Crédito,Histórico de Inadimplência,Sim
C022322,2025-02-11,1902.39,Limite Conta,Renda Insuficiente,Não
C065873,2025-03-13,2153.14,Limite Conta,Histórico de Inadimplência,Sim
C136274,2023-09-16,3017.54,Empréstimo Pessoal,Inconsistência Cadastral,Sim
C009663,2024-03-05,2218.84,Limite Conta,Renda Insuficiente,Não
C069944,2024-05-25,2830.31,Cartão de Crédito,Score Baixo,Não
C078531,2024-08-16,2216.69,Cartão de Crédito,Renda Insuficiente,Sim
C045852,2024-12-19,2935.61,Cartão de Crédito,Renda Insuficiente,Não
C035536,2025-05-11,4645.45,Cartão de Crédito,Documentação Incompleta,Não
C017397,2024-07-27,2761.26,Empréstimo Pessoal,Documentação Incompleta,Não
C036854,2024-07-12,2098.96,Compra Parcelada,Score Baixo,Não
C101758,2024-09-06,1285.26,Empréstimo Pessoal,Inconsistência Cadastral,Sim
C127693,2024-01-10,1087.93,Renegociação de Dívidas,Score Baixo,Não
C067632,2025-02-19,3025.19,Compra Parcelada,Score Baixo,Não
C022914,2023-07-31,2111.37,Cartão de Crédito,Documentação Incompleta,Não
C012363,2025-05-07,14.15,Empréstimo Pessoal,Histórico de Inadimplência,Não
C144351,2025-04-13,2282.49,Cartão de Crédito,Renda Insuficiente,Sim
C078468,2025-04-03,2375.99,Empréstimo Pessoal,Renda Insuficiente,Não
C095809,2024-09-08,1908.14,Renegociação de Dívidas,Documentação Incompleta,Sim
C048854,2024-12-07,2151.86,Cartão de Crédito,Score Baixo,Não
C039472,2023-12-28,2753.5,Empréstimo Pessoal,Score Baixo,Não
C005956,2024-04-14,1193.8,Cartão de Crédito,Score Baixo,Não
C018487,2028-01-01,3773.07,Cartão de Crédito,Histórico de Inadimplência,Não
C097218,2025-06-13,2196.37,Limite Conta,Renda Insuficiente,Não
C119072,2024-08-21,-500.0,Limite Conta,Renda Insuficiente,Não
C076473,2023-10-16,593.06,Empréstimo Pessoal,Score Baixo,Não
C064000,2023-09-06,2274.06,Empréstimo Pessoal,Score Baixo,Não
C114702,2024-04-28,1851.82,Renegociação de Dívidas,Histórico de Inadimplência,Não
C030914,2024-10-11,2692.02,Renegociação de Dívidas,Score Baixo,Sim
C125124,2023-11-24,2609.68,Cartão de Crédito,Inconsistência Cadastral,Não
C106514,2024-07-12,3826.37,Renegociação de Dívidas,Documentação Incompleta,Sim
C074856,2024-03-12,1052.21,Compra Parcelada,Score Baixo,Sim
C020086,2025-03-26,3155.59,Cartão de Crédito,Renda Insuficiente,Não
C090536,2023-07-22,1193.79,Compra Parcelada,Inconsistência Cadastral,Não
C126838,2023-11-17,2865.64,Empréstimo Pessoal,Score Baixo,Não
C044132,2023-07-23,2497.34,Cartão de Crédito,Renda Insuficiente,Sim
C131411,2025-05-13,2373.47,Cartão de Crédito,Inconsistência Cadastral,Não
C002879,2023-08-10,1687.31,Empréstimo Pessoal,Histórico de Inadimplência,Não
C035984,2024-03-31,2828.8,Renegociação de Dívidas,,Sim
C053939,2023-08-20,1732.38,Empréstimo Pessoal,Documentação Incompleta,Não
C070790,2024-08-19,1229.67,Renegociação de Dívidas,Histórico de Inadimplência,Não
C096195,2025-01-16,483.32,Cartão de Crédito,Inconsistência Cadastral,Não
C017063,2025-06-19,1152.49,Cartão de Crédito,Inconsistência Cadastral,Não
C005837,2025-02-02,3518.3,Cartão de Crédito,Score Baixo,Não
C146526,2024-09-09,2821.25,Compra Parcelada,Histórico de Inadimplência,Não
C041029,2024-11-05,3308.87,Limite Conta,Renda Insuficiente,Não
C120537,2024-04-07,2740.06,Renegociação de Dívidas,Histórico de Inadimplência,Não
C017382,2024-10-31,2589.59,Compra Parcelada,Score Baixo,Sim
C120473,2024-09-26,2778.71,Compra Parcelada,Renda Insuficiente,Não
C086359,2024-07-28,1613.58,Cartão de Crédito,Score Baixo,Sim
C142834,2025-06-28,1242.85,Compra Parcelada,Inconsistência Cadastral,Não
C130420,2024-07-21,2699.97,Compra Parcelada,Renda Insuficiente,Não
C142796,2025-01-10,3406.14,Empréstimo Pessoal,Renda Insuficiente,Não
C147288,2023-08-03,1509.13,Cartão de Crédito,Histórico de Inadimplência,Não
C145568,2024-04-16,4702.57,Renegociação de Dívidas,Renda Insuficiente,Não
C023480,2024-03-27,3287.89,Cartão de Crédito,Inconsistência Cadastral,Não
C117299,2023-10-12,3557.12,Cartão de Crédito,Documentação Incompleta,Não
C027491,2025-04-28,2890.92,Renegociação de Dívidas,Inconsistência Cadastral,Não
C074390,2024-10-14,2244.46,Cartão de Crédito,Inconsistência Cadastral,Não
C039000,2024-05-12,3063.66,Cartão de Crédito,Inconsistência Cadastral,Não
C028885,2023-11-06,2906.03,Compra Parcelada,Score Baixo,Não
C131551,2024-11-22,1589.44,Cartão de Crédito,Inconsistência Cadastral,Não
C117589,2025-03-16,1787.32,Renegociação de Dívidas,Inconsistência Cadastral,Sim
C076073,2024-05-16,2086.55,Empréstimo Pessoal,Renda Insuficiente,Não
C034000,2024-12-11,2821.72,Limite Conta,Renda Insuficiente,Sim
C040622,2024-02-24,3368.46,Renegociação de Dívidas,Inconsistência Cadastral,Não
C128741,2024-02-13,3651.27,Empréstimo Pessoal,Renda Insuficiente,Não
C006256,2023-08-27,4573.37,Limite Conta,Documentação Incompleta,Não
C145005,2024-04-04,2192.56,Empréstimo Pessoal,Score Baixo,Não
C049788,2024-01-24,3413.56,Empréstimo Pessoal,Score Baixo,Sim
C142730,2023-07-26,4157.37,Limite Conta,Renda Insuficiente,Não
C076839,2024-05-11,3081.76,Cartão de Crédito,Renda Insuficiente,Não
C072444,2023-12-13,3475.38,Cartão de Crédito,Histórico de Inadimplência,Não
C031771,2024-08-19,3160.7,Empréstimo Pessoal,Histórico de Inadimplência,Sim
C139495,2024-12-15,2632.48,Compra Parcelada,Renda Insuficiente,Não
C042252,2024-09-25,2757.11,Compra Parcelada,Documentação Incompleta,Não
C052273,2023-07-24,3912.06,Renegociação de Dívidas,Inconsistência Cadastral,Não
C063239,2024-03-03,2583.28,Renegociação de Dívidas,Renda Insuficiente,Sim
C102666,2024-11-02,2023.92,Empréstimo Pessoal,Documentação Incompleta,Não
C019392,2024-03-06,2358.59,Limite Conta,Score Baixo,Não
C026905,2024-06-04,2156.66,Compra Parcelada,Documentação Incompleta,Não
C103667,2024-08-15,3530.73,Empréstimo Pessoal,Inconsistência Cadastral,Sim
C111930,2025-06-29,1535.12,Cartão de Crédito,Histórico de Inadimplência,Não
C021521,2024-05-15,803.36,Empréstimo Pessoal,Documentação Incompleta,Não
C078777,2023-10-08,2814.18,Empréstimo Pessoal,Score Baixo,Não
C034155,2024-03-11,1221.48,Cartão de Crédito,Renda Insuficiente,Não
C008027,2025-01-05,3420.63,Compra Parcelada,Renda Insuficiente,Não
C035956,2025-06-28,1971.34,Empréstimo Pessoal,Inconsistência Cadastral,Sim
C018782,2024-10-09,2814.86,Compra Parcelada,Score Baixo,Sim
C006421,2023-12-19,2651.86,Empréstimo Pessoal,Inconsistência Cadastral,Sim
C063180,2024-03-12,2132.04,Empréstimo Pessoal,Renda Insuficiente,Sim
C101431,2024-07-31,1829.02,Compra Parcelada,Histórico de Inadimplência,Sim
C010139,2024-04-08,2108.62,Cartão de Crédito,Inconsistência Cadastral,Não
C113362,2024-01-17,4590.13,Empréstimo Pessoal,Inconsistência Cadastral,Não
C043072,2023-07-14,1778.12,Empréstimo Pessoal,Renda Insuficiente,Não
C110448,2024-02-23,1786.43,Empréstimo Pessoal,Documentação Incompleta,Não
C001316,2024-11-28,1496.19,Limite Conta,Score Baixo,Não
C060433,2025-02-11,1778.13,Empréstimo Pessoal,Histórico de Inadimplência,Não
C122574,2025-01-05,3540.21,Empréstimo Pessoal,Score Baixo,Não
C145895,2023-10-14,1442.61,Empréstimo Pessoal,Histórico de Inadimplência,Sim
C004352,2024-07-14,888.21,Cartão de Crédito,Inconsistência Cadastral,Não
C131586,2023-07-23,2972.02,Cartão de Crédito,Renda Insuficiente,Não
C107585,2025-02-26,2090.86,Renegociação de Dívidas,Score Baixo,Não
C020163,2024-05-24,2334.44,Empréstimo Pessoal,Renda Insuficiente,Não
C086695,2024-01-20,1479.46,Compra Parcelada,Score Baixo,Sim
C102055,2024-05-24,3238.08,Cartão de Crédito,Score Baixo,Não
C116777,2025-01-06,1726.5,Cartão de Crédito,Inconsistência Cadastral,Não
C028208,2024-12-07,1284.8,Cartão de Crédito,Renda Insuficiente,Sim
C055439,2024-12-06,2954.98,Cartão de Crédito,Renda Insuficiente,Não
C067726,2024-05-13,2296.53,Empréstimo Pessoal,Inconsistência Cadastral,Não
C016739,2025-04-10,2688.18,Empréstimo Pessoal,Inconsistência Cadastral,Não
C089907,2025-05-24,1303.56,Compra Parcelada,Score Baixo,Não
C046058,2024-11-25,553.97,Limite Conta,Renda Insuficiente,Não
C016790,2025-01-05,2376.43,Renegociação de Dívidas,Histórico de Inadimplência,Não
C088567,2023-11-12,2729.09,Compra Parcelada,Documentação Incompleta,Sim
C043626,2025-02-01,3208.01,Cartão de Crédito,Renda Insuficiente,Não
C008968,2025-04-29,2932.78,Limite Conta,Inconsistência Cadastral,Não
C031890,2025-03-08,3938.03,Renegociação de Dívidas,Inconsistência Cadastral,Sim
C008566,2023-12-29,4163.9,Cartão de Crédito,Histórico de Inadimplência,Não
C025309,2024-06-18,1397.73,Empréstimo Pessoal,Histórico de Inadimplência,Não
C074343,2025-04-05,3886.31,Cartão de Crédito,Renda Insuficiente,Não
C059374,2024-03-12,1340.27,Limite Conta,Inconsistência Cadastral,Não
C027975,2025-04-23,3884.37,Empréstimo Pessoal,Histórico de Inadimplência,Sim
C048695,2024-10-30,1751.84,Empréstimo Pessoal,Renda Insuficiente,Não
C116158,2024-01-18,3233.94,Renegociação de Dívidas,Histórico de Inadimplência,Não
C022562,2025-03-05,1279.74,Compra Parcelada,Renda Insuficiente,Sim
C044303,2023-09-30,2439.16,Empréstimo Pessoal,Inconsistência Cadastral,Sim
C041551,2025-04-08,3437.04,Cartão de Crédito,Score Baixo,Não
C099131,2023-10-07,2743.66,Compra Parcelada,Inconsistência Cadastral,Não
C025094,2024-05-29,2697.32,Compra Parcelada,Histórico de Inadimplência,Não
C077230,2025-02-28,3651.61,Empréstimo Pessoal,Renda Insuficiente,Não
C002566,2024-12-21,891.31,Empréstimo Pessoal,Renda Insuficiente,Sim
C133669,2024-08-11,2409.36,Cartão de Crédito,Documentação Incompleta,Não
C096620,2025-03-16,898.66,Limite Conta,Score Baixo,Não
C117219,2024-10-01,3624.15,Empréstimo Pessoal,Renda Insuficiente,Não
C078237,2023-12-27,3817.75,Empréstimo Pessoal,Score Baixo,Não
C051146,2024-11-09,2233.74,Compra Parcelada,Renda Insuficiente,Não
C076229,2023-08-04,2634.9,Compra Parcelada,Histórico de Inadimplência,Sim
C032130,2024-09-26,1666.84,Compra Parcelada,Renda Insuficiente,Não
C029908,2024-10-29,1833.35,Empréstimo Pessoal,Renda Insuficiente,Sim
C129421,2024-06-14,2929.73,Cartão de Crédito,Score Baixo,Sim
C139173,2023-09-04,2016.25,Empréstimo Pessoal,Renda Insuficiente,Sim
C072351,2024-02-16,141.18,Empréstimo Pessoal,Histórico de Inadimplência,Não
C006126,2024-04-29,3980.64,Cartão de Crédito,Score Baixo,Não
C082295,2025-06-19,3051.34,Empréstimo Pessoal,Score Baixo,Não
C018206,2024-02-21,1046.64,Compra Parcelada,Histórico de Inadimplência,Não
C079321,2025-01-17,1641.01,Compra Parcelada,Inconsistência Cadastral,Não
C061641,2024-01-23,3134.96,Cartão de Crédito,Histórico de Inadimplência,Sim
C014124,2023-08-17,3153.89,Cartão de Crédito,Documentação Incompleta,Sim
C096874,2024-02-05,3132.05,Renegociação de Dívidas,Histórico de Inadimplência,Não
C071719,2024-08-14,1511.35,Limite Conta,Histórico de Inadimplência,Não
C084631,2023-07-22,2492.52,Empréstimo Pessoal,Inconsistência Cadastral,Não
C017242,2025-06-01,4299.15,Empréstimo Pessoal,Renda Insuficiente,Não
C059699,2024-07-01,3091.93,Cartão de Crédito,Score Baixo,Não
C067362,2024-07-19,2252.49,Renegociação de Dívidas,Documentação Incompleta,Não
C144678,2025-01-09,2389.0,Empréstimo Pessoal,Renda Insuficiente,Não
C031675,2023-09-11,1698.82,Cartão de Crédito,Inconsistência Cadastral,Sim
C009312,2023-09-03,2269.57,Cartão de Crédito,Inconsistência Cadastral,Não
C116339,2024-08-24,3201.49,Cartão de Crédito,Renda Insuficiente,Sim
C122776,2025-04-23,5018.17,Compra Parcelada,Score Baixo,Não
C131952,2024-12-06,2529.51,Limite Conta,Score Baixo,Não
C023799,2024-02-22,2053.64,Empréstimo Pessoal,Renda Insuficiente,Não
C069756,2023-07-14,2221.5,Empréstimo Pessoal,Inconsistência Cadastral,Não
C029954,2025-05-18,2298.01,Cartão de Crédito,Inconsistência Cadastral,Não
C000023,2025-06-26,2887.86,Empréstimo Pessoal,Inconsistência Cadastral,Não
C138532,2025-04-02,1043.71,Cartão de Crédito,Histórico de Inadimplência,Não
C048895,2023-07-18,2553.29,Limite Conta,Renda Insuficiente,Sim
C065436,2024-05-10,3826.06,Limite Conta,Renda Insuficiente,Sim
C042134,2024-08-29,1664.64,Cartão de Crédito,Score Baixo,Não
C083109,2025-05-24,3449.69,Renegociação de Dívidas,Inconsistência Cadastral,Não
C073254,2023-10-05,2466.61,Cartão de Crédito,Histórico de Inadimplência,Não
C031364,2025-02-05,1686.76,Cartão de Crédito,Renda Insuficiente,Não
C062441,2025-02-28,3126.27,Limite Conta,Score Baixo,Não
C095580,2028-01-01,3379.31,Limite Conta,Histórico de Inadimplência,Não
C019815,2028-01-01,2112.26,Renegociação de Dívidas,Renda Insuficiente,Não
C133633,2024-02-29,2413.04,Renegociação de Dívidas,Histórico de Inadimplência,Sim
C054197,2024-01-27,3035.77,Empréstimo Pessoal,Score Baixo,Não
C042254,2024-02-03,3354.11,Cartão de Crédito,Score Baixo,Sim
C048537,2024-03-25,3773.68,Compra Parcelada,Score Baixo,Não
C021445,2025-01-01,1655.3,Compra Parcelada,Inconsistência Cadastral,Não
C059666,2023-07-11,3145.4,Empréstimo Pessoal,Renda Insuficiente,Não
C113197,2023-11-28,2233.36,Empréstimo Pessoal,Documentação Incompleta,Não
C007578,2023-12-16,2852.21,Empréstimo Pessoal,Renda Insuficiente,Não
C027606,2023-09-29,2369.57,Compra Parcelada,Renda Insuficiente,Não
C063347,2023-07-22,3537.81,Limite Conta,Documentação Incompleta,Não
C043114,2023-09-04,2724.76,Renegociação de Dívidas,Histórico de Inadimplência,Sim
C122348,2024-07-21,1967.44,Renegociação de Dívidas,Score Baixo,Não
C113946,2024-06-12,3150.05,Empréstimo Pessoal,Renda Insuficiente,Sim
C010803,2024-06-10,3000.14,Cartão de Crédito,Score Baixo,Não
C148804,2023-10-06,2170.37,Compra Parcelada,Score Baixo,Não
C020310,2024-06-16,2639.46,Compra Parcelada,Renda Insuficiente,Não
C148997,2024-04-20,2011.77,Compra Parcelada,Renda Insuficiente,Não
C009087,2024-07-16,3194.5,Empréstimo Pessoal,Score Baixo,Não
C121494,2024-04-03,2628.66,Empréstimo Pessoal,Renda Insuficiente,Não
C068163,2024-01-25,1394.21,Empréstimo Pessoal,Inconsistência Cadastral,Não
C065467,2024-03-11,3854.75,Empréstimo Pessoal,Score Baixo,Não
C007570,2024-08-23,2710.93,Compra Parcelada,Renda Insuficiente,Não
C116794,2023-09-26,3856.16,Cartão de Crédito,Renda Insuficiente,Sim
C053178,2024-06-08,3468.56,Cartão de Crédito,Renda Insuficiente,Sim
C097076,2024-02-15,2869.0,Cartão de Crédito,Score Baixo,Não
C029941,2024-03-07,3666.42,Renegociação de Dívidas,Renda Insuficiente,Não
C139106,2023-10-04,2611.79,Cartão de Crédito,Score Baixo,Sim
C089097,2025-02-01,2573.26,Limite Conta,Renda Insuficiente,Não
C112292,2024-06-14,2636.32,Renegociação de Dívidas,Inconsistência Cadastral,Não
C026421,2023-08-29,618.46,Compra Parcelada,Renda Insuficiente,Sim
C022076,2024-06-23,3192.15,Cartão de Crédito,Score Baixo,Sim
C080982,2024-03-16,2688.51,Cartão de Crédito,Renda Insuficiente,Sim
